,SERVICE,PART_NAME
18756,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Tube Components', 'Valve Components']"
18768,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Springs']"
18773,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hyd Cylinder Piston', 'Kit - Hydraulics', 'O-Rings', 'Pins', 'Rotating Seals', 'Seals', 'Shims', 'Springs']"
18776,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Carburetors and Governors', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18777,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Controls-Switching', 'Gaskets', 'Hose Assemblies', 'Kit - Maintenance', 'O-Rings', 'Seals']"
18778,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Screen Filters', 'Springs', 'Valve Cartridges']"
18779,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18782,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'O-Rings', 'Plates and Strips', 'Screen Filters', 'Seals', 'Valve Groups and Assemblies']"
18783,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dealer Shop Supplies and Specialty', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Injectors', 'No Data', 'O-Rings', 'Seals', 'Valve Cartridges']"
18785,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals']"
18786,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18795,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Gaskets', 'Grommets', 'Hose adapters', 'O-Rings', 'Seals']"
18802,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18811,Drivetrain-Brakes-Rebuild,"['Being reviewed', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
18815,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'Trunnions', 'Washers and Spacers']"
18819,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hyd Cylinder Piston', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
18820,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Tube Components']"
18823,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
18827,Drivetrain-Brakes-Rebuild,"['Bearings', 'Dust Ejector Check Valves', 'Friction Discs']"
18830,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Studs', 'Hose adapters', 'Mounts', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18834,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Driveshafts and Joint Groups', 'Gaskets', 'Hose adapters', 'O-Rings', 'Retaining Rings', 'Rotating Seals', 'Seals', 'Trunnions', 'Washers and Spacers']"
18838,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Controls-Switching', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Linkage Pins', 'O-Rings', 'Retaining Rings', 'Rotating Seals', 'Seals', 'Shims', 'Springs', 'Tanks', 'Valve Groups and Assemblies', 'Washers and Spacers']"
18839,Drivetrain-Axle-Rebuild,"['Bearing Housings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Rotating Seals']"
18844,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Retaining Rings', 'Rotating Seals', 'Seals']"
18845,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Connector', 'Connector Components', 'Driveshafts and Joint Groups', 'Telematics', 'Washers and Spacers']"
18846,Drivetrain-Brakes-Rebuild,"['Breathers', 'Fasteners Nuts', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Valve Components']"
18850,Drivetrain-Brakes-Rebuild,"['Bearing Retainers', 'Brake Piston', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'Master Cylinders', 'O-Rings', 'Seals', 'Solid Rods', 'Valve Components']"
18861,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Gaskets', 'Hydraulics Filter Components', 'Linkage Pins', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Rounds', 'Seals', 'Shims', 'Washers and Spacers']"
18870,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18874,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Rounds', 'Seals', 'Shims', 'Thrust Washers', 'Washers and Spacers']"
18876,Drivetrain-Brakes-Rebuild,"['Bars', 'Being reviewed', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
18882,Drivetrain-Brakes-Rebuild,"['Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Shims']"
18884,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components']"
18885,Drivetrain-Brakes-Rebuild,"['Clamps and Clips', 'Gaskets', 'Grommets', 'O-Rings', 'Seals', 'Springs', 'Tube and Bellows Assemblies', 'Valve Components']"
18887,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims']"
18889,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Brake Anchor', 'Caps and Plugs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Separator Plates', 'Shims', 'Washers and Spacers']"
18891,Drivetrain-Brakes-Rebuild,"['Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'Hyd Cylinder Piston', 'O-Rings', 'Retaining Rings', 'Screen Filters', 'Seals', 'Valve Cartridges']"
18893,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Fasteners Nuts', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Solid Rods']"
18896,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Hose adapters', 'Separator Plates', 'Valve Components']"
18898,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges']"
18899,Drivetrain-Axle-Rebuild,"['Duo Cone Group', 'Shims']"
18901,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs']"
18904,Drivetrain-Brakes-Rebuild,"['Bars', 'Controls-Switching', 'Hose adapters', 'No Data', 'Other Non-Metallic Covers and Supports', 'Pins', 'Plates and Strips', 'Retaining Rings', 'Rotating Seals', 'Valve Groups and Assemblies']"
18911,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Kit - Engines', 'O-Rings', 'Seals', 'Turbos and Turbo Groups', 'Washers and Spacers']"
18912,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18913,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Joystick Components', 'Kit - Maintenance', 'Valve In-line']"
18914,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Bearings', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Plates and Strips', 'Seals', 'Washers and Spacers']"
18917,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18923,Drivetrain-Brakes-Rebuild,"['Brake Groups', 'Controls-Primary', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Springs']"
18931,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'Injectors', 'O-Rings', 'Seals', 'Washers and Spacers']"
18932,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18933,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Bearings', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose Assemblies', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Rotating Seals', 'Screen Filters', 'Seals', 'Seat Assembly', 'Shims', 'Springs', 'Valve Components', 'Valve Groups and Assemblies', 'Washers and Spacers']"
18936,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18942,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18943,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Mounts']"
18949,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Studs', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Solid Rods', 'Temperature Sensors', 'Threaded Bosses', 'Valve Cartridges', 'Washers and Spacers']"
18952,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Hose Assemblies', 'Kit - Drivetrain and Steering', 'No Data', 'O-Rings', 'Seals']"
18953,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
18955,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18960,Drivetrain-Brakes-Rebuild,"['Bars', 'Being reviewed', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims', 'Springs']"
18964,Drivetrain-Brakes-Rebuild,"['Bars', 'Hose adapters', 'Other Non-Metallic Covers and Supports', 'Plates and Strips', 'Tubes']"
18966,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Grommets', 'Hose adapters', 'Mounts', 'Temperature Sensors', 'Washers and Spacers']"
18972,Engine-Turbo Group-Rebuild,"['Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'Manually Operated Valves', 'O-Rings', 'Seals', 'Sensors', 'Thermostat', 'Turbos and Turbo Groups']"
18977,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Other Metallic Covers', 'Planet Gears', 'Retaining Rings', 'Seals', 'Shafts', 'Sun Gears', 'Washers and Spacers']"
18981,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Controls-Switching', 'Fasteners Nuts', 'Gaskets', 'Kit - Drivetrain and Steering', 'Mounts Bushing', 'O-Rings', 'Pins', 'Retaining Pins', 'Retaining Rings', 'Seals', 'Springs', 'Valve Components', 'Valve Groups and Assemblies', 'Washers and Spacers']"
18986,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Shims', 'Springs']"
18987,Drivetrain-Brakes-Rebuild,"['Hose Assemblies', 'Hose adapters', 'Kit - Hydraulics', 'Other Metallic Covers']"
18989,Drivetrain-Brakes-Rebuild,"['Bars', 'Hose adapters', 'No Data', 'Plates and Strips']"
18990,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18991,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Hydraulics']"
18992,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Kit - Hydraulics', 'Washers and Spacers', 'Yoke Assemblies']"
18994,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Plates and Strips', 'Retaining Pins', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18996,Drivetrain-Brakes-Rebuild,"['Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Springs']"
18997,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Washers and Spacers']"
18998,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Connector Components', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Injectors', 'Kit - Engines', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
18999,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Connector', 'Fasteners Nuts', 'Fasteners Studs', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
19004,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
19008,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hyd Cylinder Piston', 'O-Rings', 'Seals', 'Separator Plates', 'Valve Components']"
19013,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bolts and Screws', 'Brake Valves', 'Buttons and Knobs', 'Controls-Switching', 'Dowel Pins', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Seals', 'Valve Groups and Assemblies']"
19015,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Friction Discs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims', 'Valve Components']"
19016,Engine-Turbo Group-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Kit - Engines', 'O-Rings', 'Plates and Strips', 'Seals', 'Turbos and Turbo Groups', 'Washers and Spacers']"
19017,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brake Valves', 'Dust Ejector Check Valves', 'Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Joystick Components', 'Kit - Maintenance', 'Manifolds', 'Valve Groups and Assemblies', 'Valve In-line']"
19021,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Hose Assemblies', 'Kit - Maintenance', 'O-Rings', 'Retaining Rings', 'Screen Filters', 'Seals', 'Valve Groups and Assemblies', 'Washers and Spacers']"
19023,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Seals', 'Shafts', 'Shims', 'Washers and Spacers']"
19024,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'Linkage Pins', 'O-Rings', 'Plates and Strips', 'Rounds', 'Seals', 'Thrust Washers']"
19027,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Buttons and Knobs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'Hose adapters', 'Joystick Components', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Seals', 'Valve Components']"
19031,Engine-Water Pump Group-Rebuild,"['Bearings', 'Belts', 'Caps and Plugs', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Pulleys', 'Rotating Seals', 'Seals', 'Water Pumps']"
19033,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
19034,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grease', 'Hose adapters', 'Mounts', 'O-Rings', 'Oils', 'Rotating Seals', 'Seals', 'Trunnion Supports', 'Washers and Spacers']"
19036,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Gaskets', 'Hose adapters', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Seals']"
19037,Engine-Turbo Group-Rebuild,"['Bars', 'Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Plates and Strips', 'Seals', 'Tube and Bellows Assemblies', 'Turbos and Turbo Groups']"
19039,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Fuel Pumps', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
19043,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals', 'Shims']"
19044,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Position Sensors', 'Seals', 'Washers and Spacers']"
19047,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
19049,Engine-Water Pump Group-Rebuild,"['Rotating Seals', 'Shafts']"
19052,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Washers and Spacers']"
19057,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals', 'Thrust Washers']"
19059,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals']"
19060,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Washers and Spacers']"
19066,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Valve Cartridges']"
19068,Drivetrain-Brakes-Rebuild,"['Breathers', 'Gaskets', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Screen Filters', 'Seals']"
19079,Drivetrain-Brakes-Rebuild,"['Common Electrical Components', 'Electrical Connectors', 'Fasteners Nuts', 'Harness Assembly', 'Kit - Hydraulics', 'Shims', 'Valve Cartridges', 'Washers and Spacers']"
19080,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Rotating Seals', 'Seals', 'Shims', 'Springs']"
19082,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Thrust Washers', 'Valve Components', 'Washers and Spacers']"
19083,Drivetrain-Brakes-Repair,"['Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals']"
19085,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hyd Cylinder Piston', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
19087,Drivetrain-Brakes-Rebuild,"['Brake Valves', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Pressure Caps', 'Seals', 'Spherical Balls']"
19089,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brake Valves', 'Dust Ejector Check Valves', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Joystick Components', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'Valve Groups and Assemblies', 'Valve In-line']"
19097,Drivetrain-Brakes-Rebuild,"['Being reviewed', 'Gaskets', 'O-Rings', 'Pins', 'Seals']"
19101,Engine-Water Pump Group-Rebuild,"['Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals', 'Washers and Spacers', 'Water Pumps']"
19103,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Custom Supports', 'Dowel Pins', 'Fasteners Studs', 'Gaskets', 'Kit - Engines', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
19104,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Duo Cone Group', 'Gaskets', 'Hose adapters', 'Kit - Drivetrain and Steering', 'Linkage Pins', 'O-Rings', 'Pins', 'Retaining Rings', 'Seals', 'Shims', 'Valve Components']"
